10523.229653133678,1684363.414595408
11421.986154651935,1563456.144350847
10876.082569661769,1607510.621251881
10734.816480921354,1629072.67238967
10607.225050113353,1657926.342281169
10587.45867682691,1681229.69752369
10677.148278235767,1649629.31365981
11263.089444712015,1575011.947860465
11371.034144485819,1570407.874509676
10919.264886764096,1601857.771749382
11035.257772843073,1596074.116695542
10693.378245894928,1633612.379107032
11166.042861927468,1577896.623133698
11160.176097878995,1583722.44522120
11074.626798711106,1587968.874594605
11069.64908357764,1590108.278535654
