11258.229238921587,1563287.554527974
10390.510164502199,1715680.088578595
10584.954656272459,1661487.90693028
10699.302164852132,1622634.412731570
10664.264283520753,1646409.432980135
10882.304542212207,1619143.754904774
10952.669702315976,1606600.15241067
11117.355819011233,1590050.869924141
11178.441998903903,1587015.475957160
11007.435740007075,1594826.357818263
11042.60851491208,1594286.025248209
10894.183545211712,1613114.213811319
11241.347019932231,1576115.168685983
11232.447043632412,1580735.04128226
10891.133834605856,1618074.888311105
