10440.989209094734,1684321.839223277
11161.124844309024,1562789.3743748
10580.407765187183,1645649.877132246
11152.707341066896,1584110.336828199
11023.19073405298,1599868.1873161
10792.076077226911,1638689.817553671
10669.920811751324,1643761.696349201
10896.574165278505,1615455.047984361
10728.855259839434,1641519.317841752
10792.783364025023,1622943.526952197
10809.509761677526,1616384.616072752
10909.250266752797,1602869.636661824
11037.389190872513,1584779.362565860
11032.65152522563,1587291.82055813
10899.3526739713,1603176.95656486
