11346.007279288753,1550578.034787690
10519.154381361406,1691624.736595444
11136.990974075325,1570793.565280801
10599.229257997562,1666139.615896888
10770.499498991263,1619315.29348437
11034.445514888144,1580427.860062998
10706.15400441324,1639048.891401820
11286.70000260354,1567539.736347336
10860.560985168497,1614119.95645714
11007.29975481317,1599576.247118928
10962.401308825567,1608226.412755784
10699.602778982293,1655096.57565994
10658.904651364333,1661795.931674327
11303.630361635773,1554479.249157824
