10488.960706802309,1704145.823492156
11480.006867136743,1545689.773093482
11216.72714880566,1554370.986211079
10507.632419338457,1666855.534083298
10959.606939404262,1604258.19442782
10689.093191847733,1660263.920747191
11195.241708151198,1582190.541214110
10889.867785540404,1615206.051475497
11085.270360485343,1595797.550212864
10744.024622688394,1653051.417527769
10833.085190235952,1619328.572562639
10752.057354980212,1633478.495556185
10789.372985432588,1625115.654689459
11158.034787489867,1587699.491231606
10706.894313089504,1653065.553174493
11091.023019594431,1593946.597940849
11115.137304020436,1588372.107493938
10775.696982639003,1630827.469292891
11123.913042067505,1588085.40828492
10769.93149357679,1631681.001965401
