11475.900991497438,1545632.445214364
10586.170926635146,1656018.59878071
10688.675664070683,1626815.481224260
11467.316238087174,1566442.833532666
11294.992146099443,1568445.767980796
11049.497500735086,1594275.222854165
10855.653244760988,1619186.624738294
10894.094289090526,1601490.791908152
10964.695250392004,1600973.13963019
11199.92065205249,1580860.045508003
11230.016751176308,1570570.904046905
10866.992353755797,1616306.49860373
11153.157078398892,1591092.273802506
11183.717971647313,1589853.501802747
