6435.6397450206605,703820.200092838
6065.241746066188,770589.454762053
6251.864312058269,714354.644317192
6089.590509916009,755384.396450589
6178.218977850537,744821.705662407
6104.005195942528,748022.063610536
6334.212948033273,710773.203993868
6375.329811174443,706681.912826975
6234.799286286116,725187.830747547
6419.118570698923,704040.718700010
6185.3357235211215,734832.964782781
6349.2487130563695,709216.693631952
6207.691419705431,727051.837254321
6194.043711401933,732352.417794542
6226.894757569719,726833.657623672
6185.432946196778,732563.608153055
