6517.396128161476,718357.278992545
6151.086010693397,811736.628745563
6503.2324900916765,737799.600267192
6181.363854400579,803060.785145781
6255.6118740662405,758035.194743805
6415.944688943552,738841.395370385
6337.016126659635,755340.684206518
6185.480292601062,775779.446545335
6217.621949425234,763907.479660839
6381.254224692631,743900.241925703
6203.090473155167,770940.186881678
6373.244302957219,750103.103421290
6363.648071536749,753559.907754384
6193.830326547653,775323.229791261
6365.662352906101,751556.557573772
