11484.029445899077,1535888.34652426
10489.564975432715,1691603.461157376
11326.775451290407,1571201.253298504
11479.600217307792,1543356.53102405
11058.621615869293,1586044.478838808
10579.426859146392,1672863.961335926
10792.024050372156,1623476.00260690
10728.242909109838,1648419.466746532
10910.029705475683,1596454.30568084
10662.373433107192,1663927.394128117
10803.713892758486,1615310.692216020
10897.761646501094,1603915.0033270
11162.28377350422,1579085.716646351
10706.30645916293,1653256.16740731
11226.87287668369,1572195.558788318
11195.920912941572,1576073.844721768
