11252.254805207067,1575257.860191292
10381.826812931122,1699592.593087946
10520.759509207326,1670081.418187954
10629.297379340771,1627906.42215732
10398.727452346875,1685431.831946788
10805.013749124164,1625943.134311972
10901.580854651396,1603845.807177776
11050.243892750184,1598710.377500177
11202.008841463365,1575573.229583816
11109.147522270077,1587502.944166830
10838.794791860317,1612132.857482229
10840.618491547055,1610559.001569479
11085.186749663533,1596203.732887849
11094.289056336376,1592569.96780047
11093.517743189617,1594892.116182789
