11400.211749060176,1559497.814577266
10456.342571777142,1694153.518041189
10664.805705235092,1642270.38173723
10976.79491898351,1593313.12092518
10871.429933263787,1604967.130618681
10776.351657210986,1632802.326597749
10485.330703676062,1665837.560678569
10864.685692165682,1625635.041558487
11057.691579242848,1578788.62163089
11257.497777409768,1570489.533223791
10617.654087290344,1663086.557939181
11110.762967682602,1573694.843215563
11297.587990891927,1563077.986536616
10562.451418146995,1664565.653372562
