11265.22549566301,1561338.03786012
10490.893597570923,1693722.5778859
10615.893418740538,1673490.286071209
11256.837132508927,1577678.069293176
10733.46363118638,1628371.062536260
11102.758576270624,1578227.090228975
10764.579107612515,1613648.119556796
10666.795989627484,1648921.344838078
10619.778052447788,1670513.054310142
10693.938410580817,1645338.574252584
10994.739007750053,1602449.389025100
11056.368698854454,1596218.79002529
10852.230612935637,1610412.445144558
11057.595169525079,1586454.195207941
10927.02780446593,1603348.047530506
10870.77776539096,1605808.959856025
